sciname,comname,category,value
Pilosella,Hawkweeds,Plantae,1
Pilosella aurantiaca,orange hawkweed,Plantae,1
Pinus mugo,mountain pine,Plantae,1
Piranga olivacea,Scarlet Tanager,Aves,1
Pisauridae,Nursery Web Spiders,Arachnida,1
Platanthera blephariglottis,White-fringed Orchid,Plantae,1
Pleurotus,Oyster Mushrooms,Fungi,1
Pluchea carolinensis,Cure-for-all,Plantae,1
Plumbago auriculata,blue plumbago,Plantae,1
Poa,Meadow-grasses,Plantae,1
Podophyllum peltatum,mayapple,Plantae,1
Poecile carolinensis,Carolina Chickadee,Aves,1
Polemonium reptans,Jacob's ladder,Plantae,1
Polistinae,Paper Wasps,Insecta,1
Polites peckius,Peck's Skipper,Insecta,1
Pollenia,Cluster Flies,Insecta,1
Polygonaceae,knotweed family,Plantae,1
Polygonia,Commas,Insecta,1
Polygonia comma,Eastern Comma,Insecta,1
Polygyridae,Polygyrid Snails,Mollusca,1
Polymnia canadensis,leafcup,Plantae,1
Polypodium virginianum,rock polypody,Plantae,1
Polystichum,shield ferns,Plantae,1
Progne subis,Purple Martin,Aves,1
Prunus pensylvanica,fire cherry,Plantae,1
Psathyrella,Brittlestems,Fungi,1
Pselliopus cinctus,Ringed Assassin Bug,Insecta,1
Pseudocneorhinus bifasciatus,Two-banded Japanese Weevil,Insecta,1
Pseudoedophrys hilleri,Peach Root Weevil,Insecta,1
Pseudognaphalium obtusifolium,sweet everlasting,Plantae,1
Pseudotriton ruber,Red Salamander,Amphibia,1
Psocidae,Common Barklice,Insecta,1
Psychodidae,Moth Flies and Sand Flies,Insecta,1
Ptecticus trivittatus,Compost Fly,Insecta,1
Ptelea trifoliata,common hoptree,Plantae,1
Pterapogon kauderni,Banggai Cardinalfish,Actinopterygii,1
Ptilodactylidae,Toe-winged Beetles,Insecta,1
Punctelia,Speckled Shield Lichens,Fungi,1
Pycnanthemum,mountain mint,Plantae,1
Pycnanthemum muticum,Clustered Mountainmint,Plantae,1
Pycnanthemum tenuifolium,narrowleaf mountainmint,Plantae,1
Pycnanthemum virginianum,Virginia mountain mint,Plantae,1
Pyralis farinalis,Meal moth,Insecta,1
Pyrausta acrionalis,Mint-loving Pyrausta Moth,Insecta,1
Pyrus,pears,Plantae,1
Quercus falcata,southern red oak,Plantae,1
Quercus ilicifolia,bear oak,Plantae,1
Quercus muehlenbergii,chinkapin oak,Plantae,1
Quercus palustris,pin oak,Plantae,1
Quercus phellos,willow oak,Plantae,1
Quercus velutina,black oak,Plantae,1
Quiscalus mexicanus,Great-tailed Grackle,Aves,1
Ranunculus hispidus,bristly buttercup,Plantae,1
Ravenala madagascariensis,Traveller's palm,Plantae,1
Reduviidae,Assassin Bugs,Insecta,1
Reduvius personatus,Masked Hunter,Insecta,1
Rhaebo guttatus,Spotted Toad,Amphibia,1
Rhagio mystaceus,Common Snipe Fly,Insecta,1
Rhexia,Meadowbeauties,Plantae,1
Rhingia nasica,American Snout Fly,Insecta,1
Rhododactyla,"Underwing, Tiger, Tussock, and Allied Moths",Insecta,1
Rhododendron maximum,rhododendrons and azaleas,Plantae,1
Rhododendron periclymenoides,pinkster flower,Plantae,1
Rhodotypos scandens,jetbead,Plantae,1
Rhus,sumacs,Plantae,1
Rhus copallinum,shining sumac,Plantae,1
Rhus typhina,staghorn sumac,Plantae,1
Rhytisma americanum,American Tar Spot,Fungi,1
Richardia,Mexican clovers,Plantae,1
Rivina humilis,rougeplant,Plantae,1
Rivula propinqualis,Spotted Grass Moth,Insecta,1
Robinia hispida,Bristly locust,Plantae,1
Rosa carolina,Carolina rose,Plantae,1
Rosaceae,rose family,Plantae,1
Rubus dalibarda,dewdrop,Plantae,1
Rubus rosifolius,Roseleaf Bramble,Plantae,1
Rumex,docks,Plantae,1
Rumex acetosella,Sheep's sorrel,Plantae,1
Rusicada privata,Hibiscus Leaf Caterpillar Moth,Insecta,1
Russelia equisetiformis,Firecracker plant,Plantae,1
Russulaceae,"Milkcaps, Brittlegills, and Allies",Fungi,1
Salvia leucantha,Mexican Bush Sage,Plantae,1
Sambucus,elders,Plantae,1
Sambucus racemosa,red-berried elder,Plantae,1
Sanicula odorata,clustered black snakeroot,Plantae,1
Sarcophagidae,Flesh Flies,Insecta,1
Sarcoscypha occidentalis,stalked scarlet cup,Fungi,1
Sarracenia purpurea,purple pitcher plant,Plantae,1
Satyrinae,"Satyrs, Morphos, and Allies",Insecta,1
Satyrium edwardsii,Edwards' Hairstreak,Insecta,1
Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Insecta,1
Sceloporus,Spiny Lizards,Reptilia,1
Schizocosa,Brush-legged Spiders,Arachnida,1
Schizophyllum commune,splitgill mushroom,Fungi,1
Schreckensteinia festaliella,Blackberry Skeletonizer,Insecta,1
Sciaroidea,Fungus Gnats and Gall Midges,Insecta,1
Scolia dubia dubia,Two-spotted Scoliid Wasp,Insecta,1
Scolopax minor,American Woodcock,Aves,1
Scutigera coleoptrata,House Centipede,Animalia,1
Selenicereus,moonlight cactuses,Plantae,1
Selenops,Crescent-eyed Spiders,Arachnida,1
Semibalanus balanoides,Northern Acorn Barnacle,Animalia,1
Senna hebecarpa,American senna,Plantae,1
Sericomyia chrysotoxoides,Oblique-banded Pond Fly,Insecta,1
Silene latifolia,white campion,Plantae,1
Silene vulgaris,bladder campion,Plantae,1
Silphium perfoliatum,cup plant,Plantae,1
Sisyrinchium angustifolium,narrow-leaved blue-eyed grass,Plantae,1
Sisyrinchium montanum,strict blue-eyed grass,Plantae,1
Sitta carolinensis,White-breasted Nuthatch,Aves,1
Smilax,greenbriers,Plantae,1
Solandra maxima,golden chalice vine,Plantae,1
Solanum americanum,American black nightshade,Plantae,1
Solanum mammosum,nipplefruit,Plantae,1
Solidago flexicaulis,broad-leaved goldenrod,Plantae,1
Solidago puberula,Downy Goldenrod,Plantae,1
Somatochlora,Striped Emerald Dragonflies,Insecta,1
Somula decora,Spotted Wood Fly,Insecta,1
Sonchus oleraceus,Common Sow-thistle,Plantae,1
Speyeria cybele,Great Spangled Fritillary,Insecta,1
Sphenophorus,Billbug Weevils,Insecta,1
Sphinx poecila,Northern Apple Sphinx,Insecta,1
Spilomyia alcimus,Broad-banded Hornet Fly,Insecta,1
Spilomyia longicornis,Eastern Hornet Fly,Insecta,1
Spinulum annotinum,interrupted clubmoss,Plantae,1
Spiranthes,Ladies'-tresses,Plantae,1
Spiranthes arcisepala,Appalachian ladies’ tresses,Plantae,1
Steatoda,False Widow Spiders,Arachnida,1
Stellaria,chickweeds,Plantae,1
Stellaria media,common chickweed,Plantae,1
Stemonitis,Chocolate Tube Slimes,Protozoa,1
Stenotus binotatus,Two-spotted Grass Bug,Insecta,1
Strangalia luteicornis,Yellow-horned Flower Longhorn Beetle,Animalia,1
Stratiomyidae,Soldier Flies,Insecta,1
Strelitzia reginae,common bird-of-paradise flower,Plantae,1
Strymon cestri,Tailless Scrub-Hairstreak,Insecta,1
Sympetrum,Meadowhawks,Insecta,1
Symphyotrichum puniceum,swamp aster,Plantae,1
Symphyta,"Sawflies, Horntails, and Wood Wasps",Insecta,1
Synemosyna formica,Slender Ant-mimic Jumping Spider,Arachnida,1
Syrphidae,Hover Flies,Insecta,1
Tabanidae,Horse and Deer Flies,Insecta,1
Tabaninae,Horse Flies,Insecta,1
Tagelus plebeius,Stout Tagelus,Mollusca,1
Taxodium,baldcypresses,Plantae,1
Taxodium mucronatum,Montezuma cypress,Plantae,1
Tecoma stans,yellow trumpet flower,Plantae,1
Tenthredinidae,Common Sawflies,Insecta,1
Tenthredinoidea,Typical Sawflies,Insecta,1
Tettigonioidea,Katydids and Allies,Insecta,1
Thalictrum pubescens,tall meadow-rue,Plantae,1
Thaumatophyllum bipinnatifidum,Tree Philodendron,Plantae,1
Thunbergia erecta,Bush Thunbergia,Plantae,1
Thunbergia laurifolia,Clockvines,Plantae,1
Thunbergia mysorensis,Mysore trumpetvine,Plantae,1
Thymelicus lineola,Essex Skipper,Insecta,1
Tibouchina urvilleana,Glory bush,Plantae,1
Tilia,"Lindens, Basswoods, and Lime Trees",Plantae,1
Tithonia diversifolia,sunflowers and allies,Plantae,1
Tomarus,Carrot Beetles,Insecta,1
Tortricinae,Tortricine Leafroller Moths,Insecta,1
Tosale oviplagalis,Dimorphic Tosale Moth,Insecta,1
Toxicodendron radicans,poison ivy,Plantae,1
Toxonevra superba,Flutter-wing Flies,Insecta,1
Toxorhynchites rutilus,Elephant Mosquito,Insecta,1
Trachelas tranquillus,Broad-Faced Sac Spider,Arachnida,1
Tracheophyta,vascular plants,Plantae,1
Trachycephalus resinifictrix,Amazon Milk Frog,Amphibia,1
Tradescantia pallida,Purple heart,Plantae,1
Trametes betulina,Gilled Polypore,Fungi,1
Trichodezia albovittata,White-striped Black,Insecta,1
Trichoplusia ni,Cabbage Looper Moth,Insecta,1
Tridens flavus,purpletop tridens,Plantae,1
Trillium,trilliums,Plantae,1
Trimezia,Walking Irises,Plantae,1
Trioceros jacksonii,Jackson's Chameleon,Reptilia,1
Trirhabda bacharidis,Groundselbush beetle,Insecta,1
Trochilidae,Hummingbirds,Aves,1
Tulbaghia,Wild Garlics,Plantae,1
Turbinellus floccosus,Scaly Chanterelle,Fungi,1
Turdus grayi,Clay-colored Thrush,Aves,1
Typocerus velutinus,Banded Longhorn Beetle,Insecta,1
Udea rubigalis,Celery Leaftier Moth,Insecta,1
Ulva,sea lettuces,Plantae,1
Unionidae,River Mussels,Mollusca,1
Uroplatus,Madagascar Leaf-tailed Geckos,Reptilia,1
Urtica dioica,stinging nettle,Plantae,1
Uvularia sessilifolia,sessile bellwort,Plantae,1
Vaccinioideae,"blueberries, cranberries, huckleberries, and allies",Plantae,1
Vaccinium angustifolium,lowbush blueberry,Plantae,1
Vaccinium pallidum,Blue Ridge blueberry,Plantae,1
Vaccinium stamineum,deerberry,Plantae,1
Vanessa cardui,Painted Lady,Insecta,1
Vanessa virginiensis,American Lady,Insecta,1
Varanus salvator,Common Water Monitor,Reptilia,1
Veneridae,Venus Clams,Mollusca,1
Ventridens,Dome Snails,Mollusca,1
Veratrum,False Hellebores,Plantae,1
Veratrum viride,green false hellebore,Plantae,1
Verbena urticifolia,white vervain,Plantae,1
Verbesina alternifolia,wingstem,Plantae,1
Veronica arvensis,corn speedwell,Plantae,1
Veronica persica,bird's-eye speedwell,Plantae,1
Veronica serpyllifolia,thyme-leaved speedwell,Plantae,1
Vespula flavopilosa,Downy Yellowjacket,Insecta,1
Viburnum dilatatum,linden viburnum,Plantae,1
Viburnum lantanoides,hobblebush,Plantae,1
Viburnum opulus,guelder-rose,Plantae,1
Viburnum rhytidophyllum,Leatherleaf viburnum,Plantae,1
Vincetoxicum rossicum,European swallow-wort,Plantae,1
Viola blanda,sweet white violet,Plantae,1
Viola cucullata,marsh blue violet,Plantae,1
Viola rotundifolia,Round-leaved Violet,Plantae,1
Wisteria,wisterias,Plantae,1
Woodwardia areolata,netted chain fern,Plantae,1
Xylocopa virginica,"Honey Bees, Bumble Bees, and Allies",Insecta,1
Xylomya tenthredinoides,Soldier Flies,Insecta,1
Youngia japonica,Oriental false hawksbeard,Plantae,1
Yucca gigantea,Spineless Yucca,Plantae,1
Zantedeschia aethiopica,calla lily,Plantae,1
Zizia,Golden Alexanders,Plantae,1
Zonitoides arboreus,Quick Gloss Snail,Mollusca,1
Zygoballus nervosus,Nervous Hammer-jawed Jumping Spider,Arachnida,1
Zygoballus rufipes,Hammer-jawed Jumping Spider,Arachnida,1
Abronia graminea,Terrestrial Arboreal Alligator Lizard,Reptilia,1
Zygoptera,Damselflies,Insecta,1
Acalymma vittatum,Striped Cucumber Beetle,Insecta,1
Acanalonia bivittata,Two-striped Planthopper,Insecta,1
Acanthaceae,acanthus family,Plantae,1
Acariformes,Mites,Arachnida,1
Acentropinae,China-mark Moths,Insecta,1
Acer,maples,Plantae,1
Acer palmatum,Japanese maple,Plantae,1
Acer platanoides,Norway maple,Plantae,1
Acer rubrum,red maple,Plantae,1
Acer saccharinum,silver maple,Plantae,1
Acer saccharum,sugar maple,Plantae,1
Acharia stimulea,Saddleback Caterpillar Moth,Insecta,1
Acris crepitans,Northern Cricket Frog,Amphibia,1
Acronicta americana,American Dagger,Insecta,1
Actias luna,North American Luna Moth,Insecta,1
Actinopterygii,Ray-finned Fishes,Actinopterygii,1
Adelges tsugae,Hemlock Woolly Adelgid,Insecta,1
Adiantum poiretii,Mexican maidenhair fern,Plantae,1
Agapostemon virescens,Bicolored Striped Sweat Bee,Insecta,1
Agaricomycotina,Higher Basidiomycetes,Fungi,1
Agave,century plants,Plantae,1
Agelaia,Gregarious Paper Wasps,Insecta,1
Agelenopsis,Grass Spiders,Arachnida,1
Agrimonia,agrimonies,Plantae,1
Agrimonia parviflora,swamp agrimony,Plantae,1
Agromyzidae,Leaf-miner Flies,Insecta,1
Agrostis gigantea,redtop,Plantae,1
Agrostis perennans,Perennial Bentgrass,Plantae,1
Albizia julibrissin,Plume Albizia,Plantae,1
Alcea,hollyhocks,Plantae,1
Allium,onions,Plantae,1
Allium vineale,wild garlic,Plantae,1
Allograpta,Stripetails,Insecta,1
Alpinia purpurata,Red Ginger,Plantae,1
Alsophila pometaria,Fall Cankerworm Moth,Insecta,1
Amanita flavoconia,Yellow Patches,Fungi,1
Amanita muscaria,Fly Agaric,Fungi,1
Amanita rubescens alba,Eastern American White Blusher,Fungi,1
Amaranthus,amaranths,Plantae,1
Amaurobiidae,Hackledmesh Weavers,Arachnida,1
Ambystoma opacum,Marbled Salamander,Amphibia,1
Ammotrechidae,Curve-faced Windscorpions,Arachnida,1
Ampullariidae,Apple Snails,Mollusca,1
Ampulloclitocybe clavipes,Club Foot,Fungi,1
Anas platyrhynchos,Mallard,Aves,1
Anaxyrus americanus americanus,North American Toads,Amphibia,1
Anaxyrus fowleri,Fowler's Toad,Amphibia,1
Ancistrocerus gazella,European tube wasp,Insecta,1
Andrena wilkella,Wilke's Mining Bee,Insecta,1
Andricus quercuspetiolicola,Oak Petiole Gall Wasp,Insecta,1
Anthoxanthum odoratum,sweet vernal grass,Plantae,1
Anthrenus verbasci,Varied Carpet Beetle,Insecta,1
Aphididae,Aphids,Insecta,1
Aphidomorpha,Aphids and Allies,Insecta,1
Apocynaceae,dogbane family,Plantae,1
Aquilegia canadensis,red columbine,Plantae,1
Arachnothryx leucophylla,Panama Rose,Plantae,1
Aralia,spikenards,Plantae,1
Aralia racemosa,American spikenard,Plantae,1
Aralia spinosa,devil's walkingstick,Plantae,1
Araneus,Angulate and Roundshouldered Orbweavers,Arachnida,1
Araneus marmoreus,Marbled Orbweaver,Arachnida,1
Araniella,Cucumber Spiders,Arachnida,1
Araniella displicata,Six-spotted Orbweaver,Arachnida,1
Archosargus probatocephalus,Sheepshead,Actinopterygii,1
Arctiini,Tiger Moths,Insecta,1
Arctium,burdocks,Plantae,1
Argia tibialis,Blue-tipped Dancer,Insecta,1
Argopecten,Argopecten Scallops,Mollusca,1
Arilus cristatus,Wheel Bug,Insecta,1
Arion,Arion Slugs,Mollusca,1
Armadillidium,Pill Bugs,Animalia,1
Aronia,chokeberries,Plantae,1
Arothron reticularis,Reticulated Puffer,Actinopterygii,1
Arphia sulphurea,Sulphur-winged Grasshopper,Insecta,1
Asarum canadense,Canadian wild ginger,Plantae,1
Asclepias,milkweeds,Plantae,1
Asclepias curassavica,tropical milkweed,Plantae,1
Asilidae,Robber Flies,Insecta,1
Asimina triloba,common pawpaw,Plantae,1
Asparagus,Asparagus,Plantae,1
Asterocampa celtis,Hackberry Emperor,Insecta,1
Asteromyia euthamiae,Euthamia leaf gall midge,Insecta,1
Atalopedes campestris,Sachem,Insecta,1
Atlanticus,Eastern Shieldbacks,Insecta,1
Atta mexicana,Chicatana Leafcutter Ant,Insecta,1
Atteva aurea,Ailanthus Webworm Moth,Insecta,1
Auchenorrhyncha,"Cicadas, Hoppers, and Spittlebugs",Insecta,1
Automeris io,Io Moth,Insecta,1
Aves,Birds,Aves,1
Baccharis salicifolia,mule fat,Plantae,1
Baeolophus bicolor,Tufted Titmouse,Aves,1
Barbarea,wintercresses,Plantae,1
Barbarea vulgaris,bitter wintercress,Plantae,1
Barbarea vulgaris,garden yellowrocket,Plantae,1
Bazzania trilobata,greater whipwort,Plantae,1
Bembix americana,American Sand Wasp,Insecta,1
Berteroa incana,hoary alyssum,Plantae,1
Betulaceae,birch family,Plantae,1
Bibionidae,March Flies,Insecta,1
Bidens cernua,Nodding Beggarticks,Plantae,1
Bidens frondosa,devil's beggarticks,Plantae,1
Bittacomorpha clavipes,Eastern Phantom Crane Fly,Insecta,1
Boehmeria cylindrica,false nettle,Plantae,1
Boletaceae,boletes,Fungi,1
Boloria bellona,Meadow Fritillary,Insecta,1
Bombus griseocollis,Bumble Bees,Insecta,1
Bombus pensylvanicus,Bumble Bees,Insecta,1
Bondarzewia berkeleyi,Berkeley's Polypore,Fungi,1
Botrypus virginianus,rattlesnake fern,Plantae,1
Bougainvillea,bougainvilleas,Plantae,1
Bromeliaceae,bromeliads,Plantae,1
Bromus,bromes,Plantae,1
Bromus inermis,smooth brome,Plantae,1
Brunnera macrophylla,Siberian bugloss,Plantae,1
Bufonidae,True Toads,Amphibia,1
Bulbine frutescens,Wild Kopieva,Plantae,1
Buteo platypterus,Broad-winged Hawk,Aves,1
Buxus sempervirens,Common Box,Plantae,1
Cairina moschata domestica,Domestic Muscovy Duck,Aves,1
Cakile edentula,American searocket,Plantae,1
Calidris pusilla,Semipalmated Sandpiper,Aves,1
Calla palustris,wild calla,Plantae,1
Calliphoridae,Blow Flies,Insecta,1
Callirhytis pedunculata,Insects,Insecta,1
Callitriche stagnalis,Pond water-starwort,Plantae,1
Callophrys gryneus,Juniper Hairstreak,Insecta,1
Calopteron reticulatum,Banded Net-winged Beetle,Insecta,1
Calycina citrina,Yellow Fairy Cups,Fungi,1
Calystegia,false bindweeds,Plantae,1
Calystegia silvatica,large bindweed,Plantae,1
Campaea perlata,Pale Beauty,Insecta,1
Camponotus,Carpenter Ants,Insecta,1
Camponotus chromaiodes,Carpenter Ants,Insecta,1
Cardamine,bittercresses,Plantae,1
Cardamine diphylla,Two-leaved Toothwort,Plantae,1
Cardellina pusilla,Wilson's Warbler,Aves,1
Carex intumescens,bladder sedge,Plantae,1
Carex lurida,sallow sedge,Plantae,1
Carex scoparia,pointed broom sedge,Plantae,1
Carex vulpinoidea,fox sedge,Plantae,1
Carica papaya,Papaya,Plantae,1
Carpobrotus,sea figs,Plantae,1
Caryophyllaceae,pink family,Plantae,1
Cassidinae,Tortoise and Hispine Beetles,Insecta,1
Castilleja arvensis,Paintbrushes,Plantae,1
Castor canadensis,American Beaver,Mammalia,1
Casuarina,Beefwoods,Plantae,1
Catalpa,Catalpas,Plantae,1
Celithemis elisa,King Skimmers,Insecta,1
Cenchrus,Sandburs,Plantae,1
Cephalanthus occidentalis,buttonbush,Plantae,1
Cerastium fontanum,mouse-ear chickweed,Plantae,1
Cercyonis pegala,Common Wood-Nymph,Insecta,1
Ceresa,Buffalo Treehoppers,Insecta,1
Cerioporus leptocephalus,Blackfoot Polypore,Fungi,1
Ceutorhynchinae,Minute Seed Weevils,Insecta,1
Chaenomeles,Flowering quinces,Plantae,1
Chamaecrista fasciculata,partridge pea,Plantae,1
Chamaecyparis,False Cypress,Plantae,1
Charadrius semipalmatus,Semipalmated Plover,Aves,1
Chauliognathus pensylvanicus,Goldenrod Soldier Beetle,Insecta,1
Chelone glabra,white turtlehead,Plantae,1
Chenopodium album,common lamb's-quarters,Plantae,1
Chilocorus stigma,Twice-stabbed Lady Beetle,Insecta,1
Chondrilla juncea,Rush Skeletonweed,Plantae,1
Chrysemys picta picta,Painted Turtles,Reptilia,1
Chrysoperla,Common Green Lacewings,Insecta,1
Chrysopsis,golden asters,Plantae,1
Cichorium intybus,chicory,Plantae,1
Cirsium arvense,creeping thistle,Plantae,1
Cistaceae,rock-rose family,Plantae,1
Cladonia uncialis,Thorn Lichen,Fungi,1
Clerodendrum thomsoniae,Bleeding glory-bower,Plantae,1
Clusia orthoneura,Rose Myrtle,Plantae,1
Clusiidae,Druid Flies,Insecta,1
Coccinellidae,Lady Beetles,Insecta,1
Coenagrionidae,Narrow-winged Damselflies,Insecta,1
Coffea arabica,Coffee,Plantae,1
Colaptes auratus,Northern Flicker,Aves,1
Coleomegilla maculata,Spotted Lady Beetle,Insecta,1
Coleophora,Casebearers,Insecta,1
Colias,Clouded Yellows,Insecta,1
Colonus sylvanus,Sylvan Jumping Spider,Arachnida,1
Commelina communis,Asiatic dayflower,Plantae,1
Comptonia peregrina,sweet-fern,Plantae,1
Coniopterygidae,Dustywings,Insecta,1
Conium maculatum,poison hemlock,Plantae,1
Conocephalini,Common Meadow Katydids,Insecta,1
Conocybe,Conecaps,Fungi,1
Copestylum vesicularium,Iridescent Bromeliad Fly,Insecta,1
Coprinellus micaceus,mica cap,Fungi,1
Coreidae,Leaf-footed Bugs,Insecta,1
Corinnidae,Ground and Ant-mimic Sac Spiders,Arachnida,1
Cornus kousa,kousa dogwood,Plantae,1
Cornus sericea,red osier dogwood,Plantae,1
Cortinarius alboviolaceus,Silvery-violet Cort,Fungi,1
Crabronidae,Crabronid Wasps,Insecta,1
Crassulaceae,stonecrop family,Plantae,1
Critonia morifolia,plants,Plantae,1
Crucibulum,Cup-and-Saucer Limpets,Mollusca,1
Cryptotaenia canadensis,honewort,Plantae,1
Culicidae,Mosquitoes,Insecta,1
Culicinae,Culicine Mosquitoes,Insecta,1
Culicomorpha,Mosquitoes and Midges,Insecta,1
Cuphea ignea,Cigar plants,Plantae,1
Cupressus,cypresses,Plantae,1
Cuscuta,dodders,Plantae,1
Cycloneda munda,Polished Lady Beetle,Insecta,1
Cypripedium acaule,pink lady's slipper,Plantae,1
Cyrtepistomus castaneus,Asian Oak Weevil,Insecta,1
Dacrymyces stillatus,Jelly Spot Fungus,Fungi,1
Daedaleopsis confragosa,Thin-walled Maze Polypore,Fungi,1
Dahlia,Dahlias,Plantae,1
Dasineura pellex,ash bullet gall midge,Insecta,1
Dasineura pudibunda,Gall and Rust Mites,Insecta,1
Dermacentor variabilis,American Dog Tick,Arachnida,1
Dermestes lardarius,Larder Beetle,Insecta,1
Dianthus,carnations,Plantae,1
Dianthus armeria,deptford pink,Plantae,1
Diastrophus nebulosus,Blackberry Knot Gall Wasp,Insecta,1
Dichanthelium acuminatum,hairy rosette-panicgrass,Plantae,1
Dichomeris punctipennella,Many-spotted Dichomeris Moth,Insecta,1
Diervilla lonicera,northern bush honeysuckle,Plantae,1
Dietes bicolor,fortnight lily,Plantae,1
Digitaria sanguinalis,Hairy Crabgrass,Plantae,1
Dimelaena,Mountain Lichens,Fungi,1
Dimorphotheca,Afro-Australian daisies,Plantae,1
Dione juno,Juno Silverspot,Insecta,1
Diprion similis,White Pine Sawfly,Insecta,1
Dipsacus fullonum,teasels,Plantae,1
Dipsacus laciniatus,teasels,Plantae,1
Disonycha glabrata,Pigweed Flea Beetle,Insecta,1
Dissosteira carolina,Carolina Grasshopper,Insecta,1
Doellingeria umbellata,flat-top white aster,Plantae,1
Dolba hyloeus,Pawpaw Sphinx,Insecta,1
Dolomedes,Fishing Spiders,Arachnida,1
Donax fossor,Bivalves,Mollusca,1
Donax fossor,Pea Clams,Mollusca,1
Draba verna,Common Whitlowgrass,Plantae,1
Dracaena fragrans,cornstalk dracena,Plantae,1
Drosera,Sundews,Plantae,1
Drosera intermedia,spoonleaf sundew,Plantae,1
Drosera rotundifolia,round-leaved sundew,Plantae,1
Dryopteris marginalis,marginal wood fern,Plantae,1
Dyspteris abortivaria,Bad-wing Moth,Insecta,1
Echinochloa crus-galli,barnyardgrass,Plantae,1
Elateridae,Click Beetles,Insecta,1
Elymus,wild ryes and wheat grasses,Plantae,1
Elymus virginicus,Virginia wildrye,Plantae,1
Emerita talpoida,Atlantic Sand Crab,Animalia,1
Emerita talpoida,Mole crabs,Animalia,1
Empidoidea,"Dance Flies, Long-legged Flies, and Allies",Insecta,1
Enneacanthus gloriosus,Blue-spotted Sunfish,Actinopterygii,1
Ensis leei,Atlantic jackknife,Mollusca,1
Entoloma,Pinkgills,Fungi,1
Ephemerellidae,Spiny Crawler Mayflies,Insecta,1
Epilobium coloratum,Cinnamon Willow-herb,Plantae,1
Epipactis helleborine,Broad-leafed Helleborine,Plantae,1
Epiphragma solatrix,Spectacled Crane Fly,Insecta,1
Epistrophe grossulariae,Black-horned Smoothtail,Insecta,1
Epistrophella emarginata,Slender Smoothtail,Insecta,1
Equisetum hyemale affine,western scouringrush,Plantae,1
Erechtites hieraciifolius,nipplewort,Plantae,1
Erigeron annuus,annual fleabane,Plantae,1
Erigeron pulchellus,robin's-plantain,Plantae,1
Eriogonum,wild buckwheats,Plantae,1
Eriophyes cerasicrumena,Black Cherry Leaf Gall Mite,Arachnida,1
Eris militaris,Bronze Jumping Spider,Arachnida,1
Eristalis dimidiata,Black-shouldered Drone Fly,Insecta,1
Erynnis juvenalis,Juvenal's Duskywing,Insecta,1
Erythronium,fawn lilies,Plantae,1
Erythronium americanum,yellow trout lily,Plantae,1
Eucalyptus,eucalyptus,Plantae,1
Euchaetes egle,Milkweed Tussock Moth,Insecta,1
Eumenes fraternus,Fraternal Potter Wasp,Insecta,1
Eumeninae,Potter and Mason Wasps,Insecta,1
Euonymus fortunei,fortune's spindle,Plantae,1
Euonymus fortunei,wintercreeper,Plantae,1
Eupatorium capillifolium,dogfennel,Plantae,1
Eupatorium pubescens,roundleaf thoroughwort,Plantae,1
Euphorbia,spurges,Plantae,1
Euphorbia maculata,spotted spurge,Plantae,1
Euphorbia polygonifolia,Seaside Sandmat,Plantae,1
Euphorbia pulcherrima,Poinsettia,Plantae,1
Euphyia intermediata,American Sharp-angled Carpet,Insecta,1
Eupithecia,Pug Moths,Insecta,1
Eurybia macrophylla,large-leaved aster,Plantae,1
Euryops chrysanthemoides,Paris Daisy,Plantae,1
Eurytomidae,Seed Chalcidoid Wasps,Insecta,1
Euspira heros,Northern Moon Snail,Mollusca,1
Eutrapela clemataria,Curve-toothed Geometer Moth,Insecta,1
Eutrochium fistulosum,Hollow Joe-Pye Weed,Plantae,1
Exomala orientalis,Oriental Beetle,Insecta,1
Felis catus,Domestic Cat,Mammalia,1
Ficus elastica,Figs,Plantae,1
Flavoparmelia caperata,common greenshield lichen,Fungi,1
Flavopunctelia flaventior,Speckled Greenshield,Fungi,1
Fontinalis antipyretica,Willow Moss,Plantae,1
Fraxinus,ashes,Plantae,1
Fucus distichus,Rockweed,Chromista,1
Fucus vesiculosus,bladder wrack,Chromista,1
Fulcidacini,Warty Leaf Beetles,Insecta,1
Furcifer pardalis,Panther Chameleon,Reptilia,1
Furcraea guatemalensis,century plants,Plantae,1
Galinsoga quadriradiata,shaggy soldier,Plantae,1
Galium concinnum,shining bedstraw,Plantae,1
Gentiana clausa,bottle gentian,Plantae,1
Geometrinae,Emerald Moths,Insecta,1
Geophilomorpha,Soil Centipedes,Animalia,1
Geukensia demissa,Atlantic Ribbed Mussel,Mollusca,1
Ginkgo biloba,ginkgo,Plantae,1
Gleditsia triacanthos,honey locust,Plantae,1
Gnaphosidae,Ground Spiders,Arachnida,1
Gomphrena globosa,Globe amaranth,Plantae,1
Gratiola neglecta,clammy hedge-hyssop,Plantae,1
Grevillea,Grevilleas,Plantae,1
Gryllinae,Field Crickets,Insecta,1
Gymnosporangium globosum,Juniper-hawthorn rust,Fungi,1
Hackelia virginiana,stickseed,Plantae,1
Halysidota harrisii,Sycamore Tussock Moth,Insecta,1
Hedera,ivies,Plantae,1
Hedera canariensis,Canary Islands Ivy,Plantae,1
Helenium flexuosum,Southern Sneezeweed,Plantae,1
Heliantheae,sunflowers and allies,Plantae,1
